airport_code,Code,airport_name,city,Country,State,full,co_ordinates,latitude,longitude
13851,13851, Will Rogers World,Oklahoma City,United States,Oklahoma," Will Rogers World Airport, Oklahoma City, Oklahoma, United States","Will Rogers World Airport, Guy Fuller Drive, Oklahoma City, Oklahoma County, Oklahoma, 73179, USA",35.3838335,-97.60086609
14635,14635, Southwest Florida International,Fort Myers,United States,Florida," Southwest Florida International Airport, Fort Myers, Florida, United States","Southwest Florida International Airport, 11000, Terminal Access Road, Lee County, Florida, 33913, USA",26.53294975,-81.75880563
14730,14730, Louisville International-Standiford Field,Louisville,United States,Kentucky," Louisville International-Standiford Field Airport, Louisville, Kentucky, United States","Louisville International Airport, Midfield Access, Louisville, Jefferson County, Kentucky, 40213, USA",38.1714716,-85.73549535
10257,10257, Albany International,Albany,United States,New York," Albany International Airport, Albany, New York, United States","Albany International Airport, Shakers, Town of Colonie, Albany County, New York, 12205-2123, USA",42.7422572,-73.8090543
14321,14321, Portland International Jetport,Portland,United States,Maine," Portland International Jetport Airport, Portland, Maine, United States","Portland International Jetport, Jetport Boulevard, South Portland, Cumberland County, Maine, ME 04106, USA",43.6461777,-70.31441956
12451,12451, Jacksonville International,Jacksonville,United States,Florida," Jacksonville International Airport, Jacksonville, Florida, United States","Jacksonville International Airport, Yankee Clipper Drive, Jacksonville, Duval County, Florida, 32218, USA",30.4947303,-81.69245135
11252,11252, Daytona Beach International,Daytona Beach,United States,Florida," Daytona Beach International Airport, Daytona Beach, Florida, United States","Daytona Beach International Airport, Pearl Harbor Drive, Daytona Beach, Volusia County, Florida, 32114, USA",29.1816439,-81.05426943
14576,14576, Greater Rochester International,Rochester,United States,New York," Greater Rochester International Airport, Rochester, New York, United States","Greater Rochester International Airport, Patriot Way, Rochester, Monroe County, New York, 14619, USA",43.1161699,-77.67269339
11042,11042, Cleveland-Hopkins International,Cleveland,United States,Ohio," Cleveland-Hopkins International Airport, Cleveland, Ohio, United States","Cleveland Hopkins International Airport, 5300, Riverside Drive, Riverside, Cleveland, Cuyahoga County, Ohio, 44135, USA",41.40661855,-81.85120214
14193,14193, Pensacola International,Pensacola,United States,Florida," Pensacola International Airport, Pensacola, Florida, United States","Pensacola International Airport, 2430, Airport Boulevard, Pensacola, Escambia County, Florida, 32504, USA",30.4725975,-87.18808593
14685,14685, Savannah/Hilton Head International,Savannah,United States,Georgia," Savannah/Hilton Head International Airport, Savannah, Georgia, United States","Savannah/Hilton Head International Airport, Davidson Drive, Savannah, Chatham County, Georgia, 31418, USA",32.12423765,-81.19770645
13296,13296, Manchester-Boston Regional,Manchester,United States,New Hampshire," Manchester-Boston Regional Airport, Manchester, New Hampshire, United States","B Lot, Green Drive, Manchester, Rockingham County, New Hampshire, 03103, USA",42.92998765,-71.4385284
13577,13577, Myrtle Beach International,Myrtle Beach,United States,South Carolina," Myrtle Beach International Airport, Myrtle Beach, South Carolina, United States","Myrtle Beach International Airport, Tower Street, The Vinings, Market Common District, Myrtle Beach, Horry County, South Carolina, 29577, USA",33.6806406,-78.92905971
13342,13342, General Mitchell International,Milwaukee,United States,Wisconsin," General Mitchell International Airport, Milwaukee, Wisconsin, United States","GMIA, 5300, South Howell Avenue, Milwaukee, Milwaukee County, Wisconsin, 53207, USA",42.9465423,-87.89722766
13891,13891, Ontario International,Ontario,United States,California," Ontario International Airport, Ontario, California, United States","Ontario International Airport, Service Road 2, Ontario, San Bernardino County, California, 91743, USA",34.05414245,-117.5991577
11638,11638, Fresno Yosemite International,Fresno,United States,California," Fresno Yosemite International Airport, Fresno, California, United States","Fresno Yosemite International Airport, East Andersen Avenue, Fresno, Fresno County, California, 93727, USA",36.77616835,-119.7199568
14570,14570, Reno/Tahoe International,Reno,United States,Nevada," Reno/Tahoe International Airport, Reno, Nevada, United States","Reno-Tahoe International Airport, National Guard Way, Reno, Washoe County, Nevada, 89510, USA",39.4986462,-119.7733319
10140,10140, Albuquerque International Sunport,Albuquerque,United States,New Mexico," Albuquerque International Sunport Airport, Albuquerque, New Mexico, United States","Albuquerque International Sunport, 2200, Sunport Boulevard Southeast, Kirtland Addition, ABQ, Bernalillo County, New Mexico, 87118, USA",35.03766945,-106.6109675
13796,13796, Metropolitan Oakland International,Oakland,United States,California," Metropolitan Oakland International Airport, Oakland, California, United States","Metropolitan Oakland International Airport, Air Cargo Way, Oakland, Alameda County, California, 94614, USA",37.7221623,-122.2170744
11423,11423, Des Moines International,Des Moines,United States,Iowa," Des Moines International Airport, Des Moines, Iowa, United States","Des Moines International Airport, McKinley Avenue, Des Moines, Polk County, Iowa, 50321, USA",41.534256,-93.65927182
11884,11884, Spokane International,Spokane,United States,Washington," Spokane International Airport, Spokane, Washington, United States","Spokane International Airport, Security Road, Spokane, Spokane County, Washington, 99219, USA",47.62004405,-117.5423667
15376,15376, Tucson International,Tucson,United States,Arizona," Tucson International Airport, Tucson, Arizona, United States","Tucson International Airport, East Aero Park Boulevard, Pima County, Arizona, 85706, USA",32.11237945,-110.9393878
11109,11109, City of Colorado Springs Municipal,Colorado Springs,United States,Colorado," City of Colorado Springs Municipal Airport, Colorado Springs, Colorado, United States","City of Colorado Springs Municipal Airport, 7770, Milton E. Proby Parkway, Colorado Springs, El Paso County, Colorado, 80916, USA",38.8031838,-104.6997535
12278,12278, Wichita Dwight D Eisenhower National,Wichita,United States,Kansas," Wichita Dwight D Eisenhower National Airport, Wichita, Kansas, United States","Wichita Dwight D. Eisenhower National Airport, Eisenhower Airport Parkway, Wichita, Sedgwick County, Kansas, 67209, USA",37.649253,-97.4322633
12896,12896, Lubbock Preston Smith International,Lubbock,United States,Texas," Lubbock Preston Smith International Airport, Lubbock, Texas, United States","Lubbock Preston Smith International Airport, North Cedar Avenue, Skyview, Lubbock, Lubbock County, Texas, USA",33.6650235,-101.8267058
11540,11540, El Paso International,El Paso,United States,Texas," El Paso International Airport, El Paso, Texas, United States","El Paso International Airport, George Perry Boulevard, El Paso, El Paso County, Texas, 79908, USA",31.81028315,-106.3665529
10279,10279, Rick Husband Amarillo International,Amarillo,United States,Texas," Rick Husband Amarillo International Airport, Amarillo, Texas, United States","Rick Husband Amarillo International Airport, Fox Street, Amarillo, Potter County, Texas, 79111, USA",35.21937225,-101.7018472
11267,11267, James M Cox/Dayton International,Dayton,United States,Ohio," James M Cox/Dayton International Airport, Dayton, Ohio, United States","James M. Cox Dayton International Airport, Cargo Road, Dayton, Ohio, 45377, USA",39.9053187,-84.22024542
14262,14262, Palm Springs International,Palm Springs,United States,California," Palm Springs International Airport, Palm Springs, California, United States","Palm Springs International Airport, East Alejo Road, Old Las Palmas, Palm Springs, Riverside County, California, CA 92292, USA",33.83029665,-116.5096391
12094,12094, Yampa Valley,Hayden,United States,Colorado," Yampa Valley Airport, Hayden, Colorado, United States","Yampa Valley Airport, County Road 51A, Hayden, Routt County, Colorado, 81639, USA",40.4844693,-107.220936
14689,14689, Santa Barbara Municipal,Santa Barbara,United States,California," Santa Barbara Municipal Airport, Santa Barbara, California, United States","Santa Barbara Municipal Airport, Cook Place, Santa Barbara, Santa Barbara County, California, 93106, USA",34.425792,-119.8461039
12012,12012, Gunnison-Crested Butte Regional,Gunnison,United States,Colorado," Gunnison-Crested Butte Regional Airport, Gunnison, Colorado, United States","Gunnison-Crested Butte Regional Airport, South Boulevard Street, Gunnison, Gunnison County, Colorado, 81230, USA",38.53544265,-106.9332255
11140,11140, Corpus Christi International,Corpus Christi,United States,Texas," Corpus Christi International Airport, Corpus Christi, Texas, United States","Corpus Christi International Airport, 1000, International Boulevard, Corpus Christi, Nueces County, Texas, 78406, USA",27.7702374,-97.50657535
12954,12954, Long Beach Airport,Long Beach,United States,California," Long Beach Airport Airport, Long Beach, California, United States","Long Beach Airport (LGB), Globemaster Avenue, California Heights, Long Beach, Los Angeles County, California, 90712:90807, USA",33.81682825,-118.1534073
12191,12191, William P Hobby,Houston,United States,Texas," William P Hobby Airport, Houston, Texas, United States","William P. Hobby Airport, West Monroe Road, Houston, Harris County, Texas, 77061, USA",29.64714905,-95.27692609
14254,14254, Mercedita,Ponce,United States,Puerto Rico," Mercedita Airport, Ponce, Puerto Rico, United States","Aeropuerto Internacional Mercedita, Avenida Aeropuerto, Sabanetas, Ponce, Puerto Rico, 00715, USA",18.008886,-66.56334975
10732,10732, Rafael Hernandez,Aguadilla,United States,Puerto Rico," Rafael Hernandez Airport, Aguadilla, Puerto Rico, United States","Aeropuerto Internacional Rafael HernÃ¡ndez, Parallel Rd, Maleza Baja, Aguadilla, Puerto Rico, 00604, USA",18.49346055,-67.13421588
10800,10800, Bob Hope,Burbank,United States,California," Bob Hope Airport, Burbank, California, United States","Hollywood Burbank Airport, North Damon Way, Burbank, Los Angeles County, California, 91504, USA",34.2032412,-118.3591829
10785,10785, Burlington International,Burlington,United States,Vermont," Burlington International Airport, Burlington, Vermont, United States","Burlington International Airport, Airport Drive, South Burlington, Chittenden County, Vermont, 04503, USA",44.4728965,-73.15146311
11630,11630, Fairbanks International,Fairbanks,United States,Alaska," Fairbanks International Airport, Fairbanks, Alaska, United States","Fairbanks International Airport, 6450, Airport Way, Broadmoor, Fairbanks North Star, Alaska, 99709, USA",64.81761,-147.8678439
12523,12523, Juneau International,Juneau,United States,Alaska," Juneau International Airport, Juneau, Alaska, United States","Juneau International Airport, Float Plane Access Track, Juneau, Alaska, 99801, USA",58.3558678,-134.5797932
13486,13486, Missoula International,Missoula,United States,Montana," Missoula International Airport, Missoula, Montana, United States","Missoula International Airport, Johnson Bell Drive, De Smet, Missoula County, Montana, 59808, USA",46.91686665,-114.0878005
10620,10620, Billings Logan International,Billings,United States,Montana," Billings Logan International Airport, Billings, Montana, United States","Billings Logan International Airport, Overlook Drive, Billings, Yellowstone County, Montana, 59102, USA",45.80923485,-108.5476752
14252,14252, Tri Cities,Pasco/Kennewick/Richland,United States,Washington," Tri Cities Airport, Pasco/Kennewick/Richland, Washington, United States","Tri-Cities Airport, Varney Ln, Pasco, Franklin County, Washington, 99301, USA",46.26395235,-119.1130369
10980,10980, Lovell Field,Chattanooga,United States,Tennessee," Lovell Field Airport, Chattanooga, Tennessee, United States","Chattanooga Metropolitan Airport, Cedar Lane, Chattanooga, Hamilton County, Tennessee, 37421, USA",35.03241695,-85.2016831
11481,11481, Northwest Florida Beaches International,Panama City,United States,Florida," Northwest Florida Beaches International Airport, Panama City, Florida, United States","Northwest Florida Beaches International Airport, For&Wl Rd 18, Bay County, Florida, 32409, USA",30.36049315,-85.79650722
14814,14814, Shreveport Regional,Shreveport,United States,Louisiana," Shreveport Regional Airport, Shreveport, Louisiana, United States","Shreveport Regional Airport, Challenger Drive, Shreveport, Caddo Parish, Louisiana, 71109, USA",32.4452042,-93.82686953
10599,10599, Birmingham-Shuttlesworth International,Birmingham,United States,Alabama," Birmingham-Shuttlesworth International Airport, Birmingham, Alabama, United States","Birmingham-Shuttlesworth International Airport, Messer Airport Highway, Woodlawn, Birmingham, Jefferson County, Alabama, 35212, USA",33.5635078,-86.75154127
10431,10431, Asheville Regional,Asheville,United States,North Carolina," Asheville Regional Airport, Asheville, North Carolina, United States","Asheville Regional Airport, Terminal Drive, Asheville, Buncombe County, North Carolina, 28704, USA",35.4364104,-82.54031941
13422,13422, Mobile Regional,Mobile,United States,Alabama," Mobile Regional Airport, Mobile, Alabama, United States","Mobile Regional Airport, Mariner Drive, Glen Acres, Mobile County, Alabama, 36685, USA",30.69214065,-88.24115749
14696,14696, South Bend International,South Bend,United States,Indiana," South Bend International Airport, South Bend, Indiana, United States","South Bend International Airport, Lathrop Street, South Bend, Saint Joseph County, Indiana, 46628, USA",41.7100063,-86.31866935
11721,11721, Bishop International,Flint,United States,Michigan," Bishop International Airport, Flint, Michigan, United States","Bishop International Airport, Orkney Drive, City of Flint, Genesee County, Michigan, 48507, USA",42.9607553,-83.74563178
11003,11003, The Eastern Iowa,Cedar Rapids/Iowa City,United States,Iowa," The Eastern Iowa Airport, Cedar Rapids/Iowa City, Iowa, United States","Eastern Iowa Airport, Beech Way, Cedar Rapids, Linn County, Iowa, 52406, USA",41.8851038,-91.71471002
11612,11612, Evansville Regional,Evansville,United States,Indiana," Evansville Regional Airport, Evansville, Indiana, United States","Evansville Regional Airport, Bussing Drive, Evansville, Vanderburgh County, Indiana, 47725, USA",38.03988835,-87.52782123
11977,11977, Green Bay Austin Straubel International,Green Bay,United States,Wisconsin," Green Bay Austin Straubel International Airport, Green Bay, Wisconsin, United States","Green Bayâ€“Austin Straubel International Airport, 2077, Airport Drive, Ashwaubenon, Brown County, Wisconsin, 54313, USA",44.4823776,-88.13788989
11775,11775, Joe Foss Field,Sioux Falls,United States,South Dakota," Joe Foss Field Airport, Sioux Falls, South Dakota, United States","Sioux Falls Regional Airport, North Aviation Avenue, Sioux Falls, Minnehaha County, South Dakota, 57104, USA",43.58269775,-96.74120958
13360,13360, Melbourne International,Melbourne,United States,Florida," Melbourne International Airport, Melbourne, Florida, United States","Melbourne International Airport, Tower Access Road, Eau Gallie, Melbourne, Brevard County, Florida, 32901, USA",28.1027201,-80.64815801
15249,15249, Tallahassee International,Tallahassee,United States,Florida," Tallahassee International Airport, Tallahassee, Florida, United States","Tallahassee International Airport, Capital Circle Southwest, Tallahassee, Leon County, Florida, 32310â€“3706, USA",30.40348775,-84.3518478
11953,11953, Gainesville Regional,Gainesville,United States,Florida," Gainesville Regional Airport, Gainesville, Florida, United States","Gainesville Regional Airport, Northeast 41st Terrace, City of Gainesville Municipal Boundaries, Alachua County, Florida, 32609, USA",29.69230675,-82.27600055
11624,11624, Key West International,Key West,United States,Florida," Key West International Airport, Key West, Florida, United States","Key West International Airport, South Roosevelt Boulevard, Key West, Monroe County, Florida, 33040, USA",24.5554773,-81.75961603
13232,13232, Chicago Midway International,Chicago,United States,Illinois," Chicago Midway International Airport, Chicago, Illinois, United States","Chicago Midway International Airport, South Laramie Avenue, Clearing, Chicago, Cook County, Illinois, 60638, USA",41.78544375,-87.7508262
11641,11641, Fayetteville Regional/Grannis Field,Fayetteville,United States,North Carolina," Fayetteville Regional/Grannis Field Airport, Fayetteville, North Carolina, United States","Fayetteville Regional Airport, Control Tower Road, Fayetteville, Cumberland County, North Carolina, USA",34.9921371,-78.88416821
15380,15380, Cherry Capital,Traverse City,United States,Michigan," Cherry Capital Airport, Traverse City, Michigan, United States","Cherry Capital Airport, Airport Access Road, Traverse City, Grand Traverse County, Michigan, 49686, USA",44.74349225,-85.58421632
14457,14457, Rapid City Regional,Rapid City,United States,South Dakota," Rapid City Regional Airport, Rapid City, South Dakota, United States","Rapid City Regional Airport, Fire Station Road, Rapid City, Pennington County, South Dakota, USA",44.0448069,-103.0606801
11637,11637, Hector International,Fargo,United States,North Dakota," Hector International Airport, Fargo, North Dakota, United States","Hector International Airport, 32nd Avenue North, Fargo, Cass County, North Dakota, 58102, USA",46.9208925,-96.81448803
12003,12003, Great Falls International,Great Falls,United States,Montana," Great Falls International Airport, Great Falls, Montana, United States","Great Falls International Airport, Hush House Road, Fox Farm, Great Falls, Cascade County, Montana, USA",47.4800263,-111.375579
10581,10581, Bangor International,Bangor,United States,Maine," Bangor International Airport, Bangor, Maine, United States","Bangor International Airport, Bangor, Penobscot County, Maine, USA",44.81786315,-68.824114
13264,13264, Rogue Valley International - Medford,Medford,United States,Oregon," Rogue Valley International - Medford Airport, Medford, Oregon, United States","Rogue Valley International-Medford Airport, Airport Road, Medford, Jackson County, Oregon, 97502, USA",42.37272955,-122.8734813
11603,11603, Mahlon Sweet Field,Eugene,United States,Oregon," Mahlon Sweet Field Airport, Eugene, Oregon, United States","Eugene Airport, Lockheed Drive, Irving, Lane County, Oregon, USA",44.12052185,-123.213891
14794,14794, St George Regional,St. George,United States,Utah," St George Regional Airport, St. George, Utah, United States","St. George Regional Airport, Airport Parkway, Little Valley, Washington County, Utah, USA",37.0342442,-113.5090165
13476,13476, Monterey Regional,Monterey,United States,California," Monterey Regional Airport, Monterey, California, United States","Monterey Regional Airport, Airport Road, Seaside, Del Monte Heights, Monterey County, California, 93955, USA",36.5877843,-121.8434884
15074,15074, Stillwater Regional,Stillwater,United States,Oklahoma," Stillwater Regional Airport, Stillwater, Oklahoma, United States","Stillwater Regional Airport, North Airport Industrial Access Road, Stillwater, Payne County, Oklahoma, 74075, USA",36.16188335,-97.08746807
14487,14487, Redding Municipal,Redding,United States,California," Redding Municipal Airport, Redding, California, United States","Redding Municipal Airport, Flight Avenue, Redding, Shasta County, California, 96007, USA",40.5098346,-122.2953731
10561,10561, Meadows Field,Bakersfield,United States,California," Meadows Field Airport, Bakersfield, California, United States","Meadows Field Airport, Wings Way, Kern County, California, 93302, USA",35.4372678,-119.0592237
13964,13964, Southwest Oregon Regional,North Bend/Coos Bay,United States,Oregon," Southwest Oregon Regional Airport, North Bend/Coos Bay, Oregon, United States","Southwest Oregon Regional Airport, East Airport Way, North Bend, Coos County, Oregon, 97420, USA",43.41571585,-124.2453267
12819,12819, Ketchikan International,Ketchikan,United States,Alaska," Ketchikan International Airport, Ketchikan, Alaska, United States","Ketchikan International Airport, North Tongass Highway, Ketchikan, Ketchikan Gateway, Alaska, 99901, USA",55.3540143,-131.7099582
14828,14828, Sitka Rocky Gutierrez,Sitka,United States,Alaska," Sitka Rocky Gutierrez Airport, Sitka, Alaska, United States","Sitka Rocky Gutierrez Airport, Airport Road, Sitka, Alaska, 99835, USA",57.04768055,-135.3631936
11921,11921, Grand Junction Regional,Grand Junction,United States,Colorado," Grand Junction Regional Airport, Grand Junction, Colorado, United States","Grand Junction Regional Airport, Blue Angel Lane, Grand Junction, Mesa County, Colorado, 81506, USA",39.1234158,-108.5244492
14674,14674, Santa Fe Municipal,Santa Fe,United States,New Mexico," Santa Fe Municipal Airport, Santa Fe, New Mexico, United States","Santa Fe Municipal Airport, Aviation Drive, Santa Fe, Santa Fe County, New Mexico, 87585, USA",35.6177673,-106.0866727
11695,11695, Flagstaff Pulliam,Flagstaff,United States,Arizona," Flagstaff Pulliam Airport, Flagstaff, Arizona, United States","Flagstaff Pulliam Airport, South Liberator Lane, Ponderosa Trails, Flagstaff, Coconino County, Arizona, 86005, USA",35.14039825,-111.6702044
14588,14588, Roswell International Air Center,Roswell,United States,New Mexico," Roswell International Air Center Airport, Roswell, New Mexico, United States","Roswell International Air Center, Enterprise Street, Roswell, Chaves County, New Mexico, USA",33.3006936,-104.5316574
10590,10590, Laughlin/Bullhead International,Bullhead City,United States,Arizona," Laughlin/Bullhead International Airport, Bullhead City, Arizona, United States","Laughlin/Bullhead International Airport, Airpark Drive, Bullhead City, Mohave County, Arizona, 86429, USA",35.15881735,-114.5558453
12280,12280, Idaho Falls Regional,Idaho Falls,United States,Idaho," Idaho Falls Regional Airport, Idaho Falls, Idaho, United States","Idaho Falls Regional Airport, North Skyline Drive, Idaho Falls, Bonneville County, Idaho, 83405, USA",43.5151828,-112.0662105
10779,10779, Bert Mooney,Butte,United States,Montana," Bert Mooney Airport, Butte, Montana, United States","Bert Mooney Airport, Airport Road, Butte, Silver Bow County, Montana, 59701, USA",45.9560231,-112.4985647
10918,10918, Cedar City Regional,Cedar City,United States,Utah," Cedar City Regional Airport, Cedar City, Utah, United States","Cedar City Regional Airport, 2560, Aviation Way Street, Cedar City, Iron County, Utah, 84720, USA",37.7003,-113.0986
11097,11097, Yellowstone Regional,Cody,United States,Wyoming," Yellowstone Regional Airport, Cody, Wyoming, United States","Yellowstone Regional Airport, Roger Sedam Drive, Cody, Park County, Wyoming, WY 82414, USA",44.52075195,-109.0218534
